Row,Brand,Model,Recorded Dimensions,Verdict,Finding,Recommended Value,Cut Sheet Status,Recommended Source,Current URL
70,Islandaire,EZ12L2MXIBS10AA,"26 5/16"" W x 15 13/16"" H x 20 5/8"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/07/EZ-Series-MX-cutsheet.pdf
71,Islandaire,EZ15K2MXIBS10AA,"26 5/16"" W x 15 13/16"" H x 20 5/8"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/07/EZ-Series-MX-cutsheet.pdf
72,Islandaire,EZ15K2MXIBS14AA,"26 5/16"" W x 15 13/16"" H x 20 5/8"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/07/EZ-Series-MX-cutsheet.pdf
73,Islandaire,EZ15L2MXIBS10AA,"26 5/16"" W x 15 13/16"" H x 20 5/8"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/07/EZ-Series-MX-cutsheet.pdf
74,Islandaire,EZPD09L5ZBS17AA,"42.00"" W x 16.00"" H x 15.00"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/08/ezpd-series-cut-sheet.pdf
75,Islandaire,EZPD12L5YBS17AA,"42.00"" W x 16.00"" H x 15.00"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/08/ezpd-series-cut-sheet.pdf
76,Islandaire,EZPD12L1QBS17AA,"42.00"" W x 16.00"" H x 15.00"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/08/ezpd-series-cut-sheet.pdf
77,Islandaire,EZPD09L9HBS17AA,"42.00"" W x 16.00"" H x 15.00"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/08/ezpd-series-cut-sheet.pdf
78,Islandaire,EZPD12L9GBS17AA,"42.00"" W x 16.00"" H x 15.00"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/08/ezpd-series-cut-sheet.pdf
79,Islandaire,EZPD12L2IBS17AA,"42.00"" W x 16.00"" H x 15.00"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/08/ezpd-series-cut-sheet.pdf
80,Islandaire,EZPD16K9GBS17AA,"42.00"" W x 16.00"" H x 15.00"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/08/ezpd-series-cut-sheet.pdf
81,Islandaire,EZPD16L9HBS10AA,"42.00"" W x 16.00"" H x 15.00"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/08/ezpd-series-cut-sheet.pdf
82,Islandaire,EZPD16L2IBS17AA,"42.00"" W x 16.00"" H x 15.00"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/08/ezpd-series-cut-sheet.pdf
83,Islandaire,EZPD16K2IBS17AA,"42.00"" W x 16.00"" H x 15.00"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/07/EZ42-EZDR-Engineering-Manual-11_30_23.pdf
84,Islandaire,EZRK09K5GAS16AL,"37 3/4"" W x 15 5/8"" H x 25 3/8"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/08/EZRK-SERIES-CUT-SHEET.pdf
85,Islandaire,EZRK12A5GAS16AL,"37 3/4"" W x 15 5/8"" H x 25 3/8"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/08/EZRK-SERIES-CUT-SHEET.pdf
86,Islandaire,EZ12L5RKZBS15AL,"37 3/4"" W x 15 5/8"" H x 25 3/8"" D",DEAD LINK,"islandaire.com/products/ez-series/ redirects to a marketing blog post (""EZ Series 42 now AHRI certified""), not a cut sheet.",,soft redirect,Series-specific Islandaire cut sheet (RK / RM / WM),https://islandaire.com/products/ez-series/
87,Islandaire,EZRK12L5ZBS16AL,"37 3/4"" W x 15 5/8"" H x 25 3/8"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/08/EZRK-SERIES-CUT-SHEET.pdf
88,Islandaire,EZRK12A9GAS16AB,"37 3/4"" W x 15 5/8"" H x 25 3/8"" D",UNSOURCED,Sleeve/TBD value not confirmed against a chassis table in the cited cut sheet.,,ok,,https://islandaire.com/wp-content/uploads/2025/07/EZ-Series-RB-cutsheet.pdf
89,Islandaire,EZRK12L2IBS16AL,"37 3/4"" W x 15 5/8"" H x 25 3/8"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/08/EZRK-SERIES-CUT-SHEET.pdf
90,Islandaire,EZ15A2RK,"37 3/4"" W x 15 5/8"" H x 25 3/8"" D",UNSOURCED,Sleeve/TBD value not confirmed against a chassis table in the cited cut sheet.,,ok,,https://islandaire.com/wp-content/uploads/2025/07/EZ-Series-RB-cutsheet.pdf
91,Islandaire,EZRK16L2IBS16AL,"37 3/4"" W x 15 5/8"" H x 25 3/8"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/08/EZRK-SERIES-CUT-SHEET.pdf
92,Islandaire,EZRM09K5G2N16AB,"36"" W x 16"" H x 11.375"" D (sleeve)",DEAD LINK,"islandaire.com/products/ez-series/ redirects to a marketing blog post (""EZ Series 42 now AHRI certified""), not a cut sheet.",,soft redirect,Series-specific Islandaire cut sheet (RK / RM / WM),https://islandaire.com/products/ez-series/
93,Islandaire,EZRM12L5ZBS16AL,"36"" W x 16"" H x 11.375"" D (sleeve)",UNSOURCED,Sleeve/TBD value not confirmed against a chassis table in the cited cut sheet.,,ok,,https://islandaire.com/wp-content/uploads/2025/08/EZRM-Series-Cutsheet.pdf
94,Islandaire,EZ12A2RM,"36"" W x 16"" H x 11.375"" D (sleeve)",DEAD LINK,Cited URL 404s (EZ-Series-RM-cutsheet.pdf).,,404,"https://islandaire.com/wp-content/uploads/2025/08/EZRM-Series-Cutsheet.pdf (live, already used by rows 93/96/97/98)",https://islandaire.com/wp-content/uploads/2025/07/EZ-Series-RM-cutsheet.pdf
95,Islandaire,EZRM12A9,"36"" W x 16"" H x 11.375"" D (sleeve)",DEAD LINK,Cited URL 404s (EZ-Series-RM-cutsheet.pdf).,,404,"https://islandaire.com/wp-content/uploads/2025/08/EZRM-Series-Cutsheet.pdf (live, already used by rows 93/96/97/98)",https://islandaire.com/wp-content/uploads/2025/07/EZ-Series-RM-cutsheet.pdf
96,Islandaire,EZRM12L2IBS16AL,"36"" W x 16"" H x 11.375"" D (sleeve)",UNSOURCED,Sleeve/TBD value not confirmed against a chassis table in the cited cut sheet.,,ok,,https://islandaire.com/wp-content/uploads/2025/08/EZRM-Series-Cutsheet.pdf
97,Islandaire,EZRM16L2IAS15AA,"36"" W x 16"" H x 11.375"" D (sleeve)",UNSOURCED,Sleeve/TBD value not confirmed against a chassis table in the cited cut sheet.,,ok,,https://islandaire.com/wp-content/uploads/2025/08/EZRM-Series-Cutsheet.pdf
98,Islandaire,EZRM16L2IBS16AL,"36"" W x 16"" H x 11.375"" D (sleeve)",UNSOURCED,Sleeve/TBD value not confirmed against a chassis table in the cited cut sheet.,,ok,,https://islandaire.com/wp-content/uploads/2025/08/EZRM-Series-Cutsheet.pdf
99,Islandaire,EZRM16A9GBS,"36"" W x 16"" H x 11.375"" D (sleeve)",DEAD LINK,Cited URL 404s (EZ-Series-RM-cutsheet.pdf).,,404,"https://islandaire.com/wp-content/uploads/2025/08/EZRM-Series-Cutsheet.pdf (live, already used by rows 93/96/97/98)",https://islandaire.com/wp-content/uploads/2025/07/EZ-Series-RM-cutsheet.pdf
100,Islandaire,EZCM12K2IAS16AL,"36"" W x 16"" H x 11.0-21.375"" D (sleeve)",UNSOURCED,Sleeve/TBD value not confirmed against a chassis table in the cited cut sheet.,,ok,,https://islandaire.com/wp-content/uploads/2025/08/ezcm-series-cut-sheet.pdf
101,Islandaire,EZ12K1RTGAS15AB,"41.81"" W x 16"" H x 18.688"" D (sleeve)",UNSOURCED,Sleeve/TBD value not confirmed against a chassis table in the cited cut sheet.,,ok,,https://islandaire.com/wp-content/uploads/2025/08/EZ-SERIES-RT-CUT-SHEET.pdf
102,Islandaire,EZ12K5RTGAS15AB,"41.81"" W x 16"" H x 18.688"" D (sleeve)",UNSOURCED,Sleeve/TBD value not confirmed against a chassis table in the cited cut sheet.,,ok,,https://islandaire.com/wp-content/uploads/2025/07/EZ42-EZDR-Engineering-Manual-11_30_23.pdf
103,Islandaire,EZ15K9RTGAS15AB,"41.81"" W x 16"" H x 18.688"" D (sleeve)",UNSOURCED,Sleeve/TBD value not confirmed against a chassis table in the cited cut sheet.,,ok,,https://islandaire.com/wp-content/uploads/2025/08/EZ-SERIES-RT-CUT-SHEET.pdf
104,Islandaire,EZ2609A5,"26"" W x 16"" H x 16.875"" D (sleeve)",UNSOURCED,Sleeve/TBD value not confirmed against a chassis table in the cited cut sheet.,,ok,,https://islandaire.com/wp-content/uploads/2025/07/ez26-series-cutsheet.pdf
105,Islandaire,EZ2612A9A1S41AA,"26"" W x 16"" H x 16.875"" D (sleeve)",UNSOURCED,Sleeve/TBD value not confirmed against a chassis table in the cited cut sheet.,,ok,,https://islandaire.com/wp-content/uploads/2025/07/ez26-series-cutsheet.pdf
106,Islandaire,EZ09K516,"34 1/4"" W x 14 1/16"" H x 21 9/16"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-16-Cutsheet.pdf
107,Islandaire,EZ12K516GBS15AA,"34 1/4"" W x 14 1/16"" H x 21 9/16"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-16-Cutsheet.pdf
108,Islandaire,EZ12L516ZBS15AA,"34 1/4"" W x 14 1/16"" H x 21 9/16"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-16-Cutsheet.pdf
109,Islandaire,EZ12L516GBS15AA,"34 1/4"" W x 14 1/16"" H x 21 9/16"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-16-Cutsheet.pdf
110,Islandaire,EZ12L116ZBS15AA,"34 1/4"" W x 14 1/16"" H x 21 9/16"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-16-Cutsheet.pdf
111,Islandaire,EZ09K916GAS15AB,"34 1/4"" W x 14 1/16"" H x 21 9/16"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-16-Cutsheet.pdf
112,Islandaire,EZ09L216IBS15AB,"34 1/4"" W x 14 1/16"" H x 21 9/16"" D",DEAD LINK,"airdistributors.com link returns a bot-challenge (HTTP 202, 227-byte HTML), not a PDF.",,blocked/202,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-16-Cutsheet.pdf,https://www.airdistributors.com/wp-content/uploads/2026/03/2025_16_BROCHURE_AD.pdf
113,Islandaire,EZ12L216IBS15AA,"34 1/4"" W x 14 1/16"" H x 21 9/16"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-16-Cutsheet.pdf
114,Islandaire,EZ15K916G4S15AA,"34 1/4"" W x 14 1/16"" H x 21 9/16"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-16-Cutsheet.pdf
115,Islandaire,EZ15K916GAS15AA,"34 1/4"" W x 14 1/16"" H x 21 9/16"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-16-Cutsheet.pdf
116,Islandaire,EZ15L216IBS15AA,"34 1/4"" W x 14 1/16"" H x 21 9/16"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-16-Cutsheet.pdf
117,Islandaire,EZ15B481AXS14AA,"34 1/4"" W x 14 1/16"" H x 21 9/16"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-16-Cutsheet.pdf
118,Islandaire,EZ15B4LRAXN14AA,"34 1/4"" W x 14 1/16"" H x 21 9/16"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-16-Cutsheet.pdf
119,Islandaire,EZ15B4WMA1S14AA,"37 13/16"" W x 24 13/16"" H x 10 3/16"" D",DEAD LINK,"islandaire.com/products/ez-series/ redirects to a marketing blog post (""EZ Series 42 now AHRI certified""), not a cut sheet.",,soft redirect,Series-specific Islandaire cut sheet (RK / RM / WM),https://islandaire.com/products/ez-series/
120,Islandaire,EZ09A1WCG7N10AA,"12 3/16"" W x 20 7/16"" H x depth TBD (sleeve)",UNSOURCED,Sleeve/TBD value not confirmed against a chassis table in the cited cut sheet.,,ok,,https://islandaire.com/wp-content/uploads/2025/10/EZ-Series-WC-cut-sheet.pdf
121,Islandaire,EZ09K5WCG7N14AA,"12 3/16"" W x 20 7/16"" H x depth TBD (sleeve)",UNSOURCED,Sleeve/TBD value not confirmed against a chassis table in the cited cut sheet.,,ok,,https://islandaire.com/wp-content/uploads/2025/10/EZ-Series-WC-cut-sheet.pdf
122,Islandaire,EZ12K5CKGAS14AA,"30 15/16"" W x 17 1/16"" H x 19 5/16"" D",DEAD LINK,Cited URL 404s (EZ-Series-CK-Cutsheet.pdf - capitalised variant).,,404,"https://islandaire.com/wp-content/uploads/2025/06/EZ-Series-CK-cutsheet.pdf (live, already used by rows 124/125)",https://islandaire.com/wp-content/uploads/2025/08/EZ-Series-CK-Cutsheet.pdf
123,Islandaire,EZ12K5WLG3S44AA,"30 15/16"" W x 17 1/16"" H x 19 5/16"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/10/EZ-Series-WL-cut-sheet.pdf
124,Islandaire,EZ12K1CKGAS14AA,"30 15/16"" W x 17 1/16"" H x 19 5/16"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/06/EZ-Series-CK-cutsheet.pdf
125,Islandaire,EZ12A9CKGAS14AA,"30 15/16"" W x 17 1/16"" H x 19 5/16"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/06/EZ-Series-CK-cutsheet.pdf
126,Islandaire,EZ12K2CKGAS14AA,"30 15/16"" W x 17 1/16"" H x 19 5/16"" D",DEAD LINK,Cited URL 404s (EZ-Series-CK-Cutsheet.pdf - capitalised variant).,,404,"https://islandaire.com/wp-content/uploads/2025/06/EZ-Series-CK-cutsheet.pdf (live, already used by rows 124/125)",https://islandaire.com/wp-content/uploads/2025/08/EZ-Series-CK-Cutsheet.pdf
127,Islandaire,EZ15K9CKGAS14AA,"30 15/16"" W x 17 1/16"" H x 19 5/16"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-16-Cutsheet.pdf
128,Islandaire,EZ15K9CKA1S14AA,"30 15/16"" W x 17 1/16"" H x 19 5/16"" D",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/06/EZ-Series-CK-cutsheet.pdf
129,Islandaire,"WALL SLEEVE ASSY, KA/KF, 11.5""","36.125"" W x 24.590"" H x 11.500"" D",OK,Matches EZKF wall sleeve assembly 2400031-06 (11.500 x 36.125 x 24.590).,,ok,,https://islandaire.com/wp-content/uploads/2025/08/EZKF-Series-Cutsheet.pdf
130,Islandaire,"WALL SLEEVE,42X16X13.75 STD BREAK DOWN","42.000"" W x 16.000"" H x 13.750"" D",OK,Self-describing part (42x16x13.75 standard break-down wall sleeve).,,ok,,https://islandaire.com/wp-content/uploads/2025/07/ez42-series-cutsheet.pdf
131,Islandaire,EZ2612L2C2S46AA,"26"" W x 16"" H x 16.875"" D (sleeve)",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/07/ez26-series-cutsheet.pdf
132,Islandaire,EZ42122231546AA,"42"" W x 16"" H x 13.75"" D (sleeve)",UNSOURCED,"Islandaire EZ-series cut sheets contain performance data + accessory tables (sleeve-cabinet, coils, louvers, filters, subbases, enclosures) but NO chassis dimension table. The recorded chassis dimensions are not stated anywhere in the cited document.",,live but contains no chassis dims,Islandaire engineering manual / IOM for the series,https://islandaire.com/wp-content/uploads/2025/07/EZ42-EZDR-Engineering-Manual-11_30_23.pdf
133,Islandaire,EZ4V122231S46AA,"23"" W x 23"" H x depth TBD (sleeve)",WRONG,"Product misclassified. EZ4V is NOT a Vert-I-Pak vertical stack - the EZ4V cut sheet states it ""fits into standard 16"" x 42"" PTAC wall sleeves"". Recorded 23""x23"" is wrong, and the cited vert-i-pak URL 404s. EZ4V wall sleeves: 13.75 or 15.00 x 42.00 x 16.00.","42"" W x 16"" H x 13.75"" D (sleeve) - same as row 132",404,https://islandaire.com/wp-content/uploads/2025/05/ez-4v-series-cutsheet.pdf,https://islandaire.com/products/vert-i-pak/
134,IEC,MPY08,"20"" W x 88"" H x 20"" D",UNSOURCED,"IEC/MPY vertical stack row; 88"" height not individually re-verified in this pass.",,live,,https://files.iecokc.com/Technical%20Catalogs/CA-050-ModHiRise-I100-90002105.pdf
135,IceAir,5FCH03,"45"" W x 27 1/2"" H x depth TBD (verify)",UNSOURCED,Tagged (verify) with depth TBD. Cited IEC fan-coil IOM does not confirm these values for 5FCH03 / 5FCLB04.,Depth still unknown - obtain Ice Air FCH/FCLB submittal,live but model not found in doc,Ice Air FCH / FCLB submittal,https://files.iecokc.com/IOM/IOM-100-Horiz-Vertical-Hi-Perf-Fan_Coil_IOM-I100-90000950.pdf
136,IceAir,FHA0200,"23.5"" W x 25"" H x 9.125"" D",UNSOURCED,FHA/FXA/LXA rows cite an IEC fan-coil IOM; model numbers do not appear in it.,,live but model not found in doc,Ice Air FCU submittal for the FHA/FXA/LXA family,https://files.iecokc.com/IOM/IOM-100-Horiz-Vertical-Hi-Perf-Fan_Coil_IOM-I100-90000950.pdf
137,IceAir,FXA02,"41"" W x 25"" H x 9.125"" D",UNSOURCED,FHA/FXA/LXA rows cite an IEC fan-coil IOM; model numbers do not appear in it.,,live but model not found in doc,Ice Air FCU submittal for the FHA/FXA/LXA family,https://files.iecokc.com/IOM/IOM-100-Horiz-Vertical-Hi-Perf-Fan_Coil_IOM-I100-90000950.pdf
138,IceAir,5FCLB04,"54"" W x 36"" H x depth TBD (verify)",UNSOURCED,Tagged (verify) with depth TBD. Cited IEC fan-coil IOM does not confirm these values for 5FCH03 / 5FCLB04.,Depth still unknown - obtain Ice Air FCH/FCLB submittal,live but model not found in doc,Ice Air FCH / FCLB submittal,https://files.iecokc.com/IOM/IOM-100-Horiz-Vertical-Hi-Perf-Fan_Coil_IOM-I100-90000950.pdf
139,IceAir,FHA0400,"33.5"" W x 25"" H x 9.125"" D",UNSOURCED,FHA/FXA/LXA rows cite an IEC fan-coil IOM; model numbers do not appear in it.,,live but model not found in doc,Ice Air FCU submittal for the FHA/FXA/LXA family,https://files.iecokc.com/IOM/IOM-100-Horiz-Vertical-Hi-Perf-Fan_Coil_IOM-I100-90000950.pdf
