Row,Brand,Model,Cut Sheet,Dimensions,Dim status,Changed,Notes
106,Islandaire,EZ09K516,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-16-Cutsheet.pdf,"34 1/4"" W x 14 1/16"" H x 21 9/16"" D",VERIFIED (sweep: all figures in cited doc),no,
107,Islandaire,EZ12K516GBS15AA,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-16-Cutsheet.pdf,"34 1/4"" W x 14 1/16"" H x 21 9/16"" D",VERIFIED (sweep: all figures in cited doc),no,
108,Islandaire,EZ12L516ZBS15AA,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-16-Cutsheet.pdf,"34 1/4"" W x 14 1/16"" H x 21 9/16"" D",VERIFIED (sweep: all figures in cited doc),no,
109,Islandaire,EZ12L516GBS15AA,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-16-Cutsheet.pdf,"34 1/4"" W x 14 1/16"" H x 21 9/16"" D",VERIFIED (sweep: all figures in cited doc),no,
110,Islandaire,EZ12L116ZBS15AA,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-16-Cutsheet.pdf,"34 1/4"" W x 14 1/16"" H x 21 9/16"" D",VERIFIED (sweep: all figures in cited doc),no,
111,Islandaire,EZ09K916GAS15AB,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-16-Cutsheet.pdf,"34 1/4"" W x 14 1/16"" H x 21 9/16"" D",VERIFIED (sweep: all figures in cited doc),no,
112,Islandaire,EZ09L216IBS15AB,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-16-Cutsheet.pdf,"34 1/4"" W x 14 1/16"" H x 21 9/16"" D",VERIFIED (sweep: value in replacement doc),YES,dead link replaced (tested 200)
113,Islandaire,EZ12L216IBS15AA,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-16-Cutsheet.pdf,"34 1/4"" W x 14 1/16"" H x 21 9/16"" D",VERIFIED (sweep: all figures in cited doc),no,
114,Islandaire,EZ15K916G4S15AA,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-16-Cutsheet.pdf,"34 1/4"" W x 14 1/16"" H x 21 9/16"" D",VERIFIED (sweep: all figures in cited doc),no,
115,Islandaire,EZ15K916GAS15AA,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-16-Cutsheet.pdf,"34 1/4"" W x 14 1/16"" H x 21 9/16"" D",VERIFIED (sweep: all figures in cited doc),no,
116,Islandaire,EZ15L216IBS15AA,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-16-Cutsheet.pdf,"34 1/4"" W x 14 1/16"" H x 21 9/16"" D",VERIFIED (sweep: all figures in cited doc),no,
117,Islandaire,EZ15B481AXS14AA,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-16-Cutsheet.pdf,"34 1/4"" W x 14 1/16"" H x 21 9/16"" D",VERIFIED (sweep: all figures in cited doc),no,
118,Islandaire,EZ15B4LRAXN14AA,https://islandaire.com/wp-content/uploads/2025/09/EZ-Series-16-Cutsheet.pdf,"34 1/4"" W x 14 1/16"" H x 21 9/16"" D",VERIFIED (sweep: all figures in cited doc),no,
119,Islandaire,EZ15B4WMA1S14AA,https://islandaire.com/products/ez-series/,"37 13/16"" W x 24 13/16"" H x 10 3/16"" D",UNSOURCED - no WM document found,no,WM cutsheet not at any standard islandaire.com path (5 guesses 404)
120,Islandaire,EZ09A1WCG7N10AA,https://www.ptacsolutions.com/assets/images/ISLANDAIRE/EZWC.pdf,"37 11/16"" W x 20 7/16"" H x 12 3/16"" D (unit)",VERIFIED (sweep-corrected),YES,"WC cutsheet carries no dimensional data; EZ WC drawing (Islandaire sheet hosted by ptacsolutions.com): 20 7/16 H x 37 11/16 W x 12 3/16 D. Recorded 12 3/16 ""W"" was the DEPTH; the TBD depth was the missing WIDTH. Current islandaire.com WC sheet omits dims entirely."
121,Islandaire,EZ09K5WCG7N14AA,https://www.ptacsolutions.com/assets/images/ISLANDAIRE/EZWC.pdf,"37 11/16"" W x 20 7/16"" H x 12 3/16"" D (unit)",VERIFIED (sweep-corrected),YES,"WC cutsheet carries no dimensional data; EZ WC drawing (Islandaire sheet hosted by ptacsolutions.com): 20 7/16 H x 37 11/16 W x 12 3/16 D. Recorded 12 3/16 ""W"" was the DEPTH; the TBD depth was the missing WIDTH. Current islandaire.com WC sheet omits dims entirely."
122,Islandaire,EZ12K5CKGAS14AA,https://islandaire.com/wp-content/uploads/2025/06/EZ-Series-CK-cutsheet.pdf,"30 15/16"" W x 17 1/16"" H x 19 5/16"" D",VERIFIED (sweep: value in replacement doc),YES,dead link replaced (tested 200)
123,Islandaire,EZ12K5WLG3S44AA,https://islandaire.com/wp-content/uploads/2025/10/EZ-Series-WL-cut-sheet.pdf,"30 15/16"" W x 17 1/16"" H x 19 5/16"" D",DISPUTED - manual check,no,recorded value identical to CK rows; WL sheet lists all dims as Consult Factory - likely copy-paste from CK
124,Islandaire,EZ12K1CKGAS14AA,https://islandaire.com/wp-content/uploads/2025/06/EZ-Series-CK-cutsheet.pdf,"30 15/16"" W x 17 1/16"" H x 19 5/16"" D",VERIFIED (sweep: all figures in cited doc),no,
125,Islandaire,EZ12A9CKGAS14AA,https://islandaire.com/wp-content/uploads/2025/06/EZ-Series-CK-cutsheet.pdf,"30 15/16"" W x 17 1/16"" H x 19 5/16"" D",VERIFIED (sweep: all figures in cited doc),no,
126,Islandaire,EZ12K2CKGAS14AA,https://islandaire.com/wp-content/uploads/2025/06/EZ-Series-CK-cutsheet.pdf,"30 15/16"" W x 17 1/16"" H x 19 5/16"" D",VERIFIED (sweep: value in replacement doc),YES,dead link replaced (tested 200)
127,Islandaire,EZ15K9CKGAS14AA,https://islandaire.com/wp-content/uploads/2025/06/EZ-Series-CK-cutsheet.pdf,"30 15/16"" W x 17 1/16"" H x 19 5/16"" D",VERIFIED (sweep),YES,CK model cited the EZ16 sheet; CK cutsheet carries the value
128,Islandaire,EZ15K9CKA1S14AA,https://islandaire.com/wp-content/uploads/2025/06/EZ-Series-CK-cutsheet.pdf,"30 15/16"" W x 17 1/16"" H x 19 5/16"" D",VERIFIED (sweep: all figures in cited doc),no,
129,Islandaire,"WALL SLEEVE ASSY, KA/KF, 11.5""",https://islandaire.com/wp-content/uploads/2025/08/EZKF-Series-Cutsheet.pdf,"36.125"" W x 24.590"" H x 11.500"" D",VERIFIED (sweep: all figures in cited doc),no,
130,Islandaire,"WALL SLEEVE,42X16X13.75 STD BREAK DOWN",https://islandaire.com/wp-content/uploads/2025/07/ez42-series-cutsheet.pdf,"42.000"" W x 16.000"" H x 13.750"" D",VERIFIED (sweep: all figures in cited doc),no,
131,Islandaire,EZ2612L2C2S46AA,https://islandaire.com/wp-content/uploads/2025/07/ez26-series-cutsheet.pdf,"26"" W x 16"" H x 16.875"" D (sleeve)",VERIFIED (sweep: all figures in cited doc),no,
132,Islandaire,EZ42122231546AA,https://islandaire.com/wp-content/uploads/2025/07/EZ42-EZDR-Engineering-Manual-11_30_23.pdf,"42"" W x 16"" H x 13.75"" D (sleeve)",VERIFIED (sweep: all figures in cited doc),no,
133,Islandaire,EZ4V122231S46AA,https://islandaire.com/wp-content/uploads/2025/05/ez-4v-series-cutsheet.pdf,"42"" W x 16"" H x 13.75"" D (sleeve)",VERIFIED,YES,"dims VERIFIED: EZ4V is a 42x16 PTAC, not a 23x23 vertical stack - verified from ez-4v cut sheet wall-sleeve table; matches rows 130/132; dead link replaced (tested 200)"
134,IEC,MPY08,https://files.iecokc.com/Technical%20Catalogs/CA-050-ModHiRise-I100-90002105.pdf,"20"" W x 88"" H x 20"" D",VERIFIED (sweep: all figures in cited doc),no,
135,IceAir,5FCH03,https://files.iecokc.com/IOM/IOM-100-Horiz-Vertical-Hi-Perf-Fan_Coil_IOM-I100-90000950.pdf,"45"" W x 27 1/2"" H x depth TBD (verify)",UNRESOLVED - depth TBD,no,model not found in cited IEC docs; request Ice Air FCH/FCLB submittal
136,IceAir,FHA0200,https://files.iecokc.com/IOM/IOM-100-Horiz-Vertical-Hi-Perf-Fan_Coil_IOM-I100-90000950.pdf,"23.5"" W x 25"" H x 9.125"" D",VERIFIED (sweep: all figures in cited doc),no,
137,IceAir,FXA02,https://files.iecokc.com/IOM/IOM-100-Horiz-Vertical-Hi-Perf-Fan_Coil_IOM-I100-90000950.pdf,"41"" W x 25"" H x 9.125"" D",VERIFIED (sweep: all figures in cited doc),no,
138,IceAir,5FCLB04,https://files.iecokc.com/IOM/IOM-100-Horiz-Vertical-Hi-Perf-Fan_Coil_IOM-I100-90000950.pdf,"54"" W x 36"" H x depth TBD (verify)",UNRESOLVED - depth TBD,no,model not found in cited IEC docs; request Ice Air FCH/FCLB submittal
139,IceAir,FHA0400,https://files.iecokc.com/IOM/IOM-100-Horiz-Vertical-Hi-Perf-Fan_Coil_IOM-I100-90000950.pdf,"33.5"" W x 25"" H x 9.125"" D",VERIFIED (sweep: all figures in cited doc),no,
140,IceAir,LXA04,https://files.iecokc.com/IOM/IOM-100-Horiz-Vertical-Hi-Perf-Fan_Coil_IOM-I100-90000950.pdf,"54"" W x 14.375"" H x 12"" D","PARTIAL - W sourced, H/D unsourced",no,IOM Table 2: LXA04 width 54; 14.375 H and 12 D not in IOM
141,IceAir,FHA0600,https://files.iecokc.com/IOM/IOM-100-Horiz-Vertical-Hi-Perf-Fan_Coil_IOM-I100-90000950.pdf,"43.5"" W x 25"" H x 9.125"" D",VERIFIED (sweep: all figures in cited doc),no,
142,IceAir,FXA06,https://files.iecokc.com/IOM/IOM-100-Horiz-Vertical-Hi-Perf-Fan_Coil_IOM-I100-90000950.pdf,"61"" W x 25"" H x 9.125"" D",VERIFIED (sweep: all figures in cited doc),no,
143,IceAir,5FCVE02,https://www.ice-air.com/wp-content/uploads/ICE6082-FCVC-FCVE-Install.pdf,"41"" W x 25"" H x 9.25"" D",VERIFIED (sweep),YES,"FCVE submittal has no dims; ICE6082 install manual table: A(width)=41 exact, E(depth)=9 1/4; height 25 constant on drawing"
144,IceAir,5FCVC03,https://www.ice-air.com/wp-content/uploads/ICE6082-FCVC-FCVE-Install.pdf,"23.75"" W x 25"" H x 9"" D",VERIFIED (sweep: all figures in cited doc),no,
145,IceAir,5FCVE03,https://www.ice-air.com/wp-content/uploads/ICE6082-FCVC-FCVE-Install.pdf,"45"" W x 25"" H x 9.25"" D",VERIFIED (sweep),YES,"FCVE submittal has no dims; ICE6082 install manual table: A(width)=45 exact, E(depth)=9 1/4; height 25 constant on drawing"
146,IceAir,5FCVE04,https://www.ice-air.com/wp-content/uploads/ICE6082-FCVC-FCVE-Install.pdf,"51"" W x 25"" H x 9.25"" D",VERIFIED (sweep),YES,"FCVE submittal has no dims; ICE6082 install manual table: A(width)=51 exact, E(depth)=9 1/4; height 25 constant on drawing"
147,IceAir,MPY04,https://files.iecokc.com/Technical%20Catalogs/CA-050-ModHiRise-I100-90002105.pdf,"17"" W x 88"" H x 17"" D",VERIFIED (sweep: all figures in cited doc),no,
148,IceAir,5FCVE06,https://www.ice-air.com/wp-content/uploads/ICE6082-FCVC-FCVE-Install.pdf,"61"" W x 25"" H x 9.25"" D",VERIFIED (sweep),YES,"FCVE submittal has no dims; ICE6082 install manual table: A(width)=61 exact, E(depth)=9 1/4; height 25 constant on drawing"
149,IceAir,MPY06,https://files.iecokc.com/Technical%20Catalogs/CA-050-ModHiRise-I100-90002105.pdf,"20"" W x 88"" H x 20"" D",VERIFIED (sweep: all figures in cited doc),no,
150,IceAir,5FCVE08,https://www.ice-air.com/wp-content/uploads/ICE6082-FCVC-FCVE-Install.pdf,"63"" W x 25"" H x 9.25"" D",VERIFIED (sweep),YES,"FCVE submittal has no dims; ICE6082 install manual table: A(width)=63 exact, E(depth)=9 1/4; height 25 constant on drawing"
151,IceAir,5FCVC08,https://www.ice-air.com/wp-content/uploads/ICE6082-FCVC-FCVE-Install.pdf,"42.75"" W x 25"" H x 9"" D",VERIFIED (sweep: all figures in cited doc),no,
152,IceAir,SAB-8727-115,https://islandaire.com/wp-content/uploads/2025/08/EZKF-Series-Cut-Sheet.pdf,"34.625"" W x 9.875"" H x 16.375"" D",VERIFIED (sweep: all figures in cited doc),no,
153,IceAir,SAB-8727-208,https://islandaire.com/wp-content/uploads/2025/08/EZKF-Series-Cut-Sheet.pdf,"34.625"" W x 9.875"" H x 16.375"" D",VERIFIED (sweep: all figures in cited doc),no,
154,IceAir,5RSAN07,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsan-dimensional-drawing.pdf,"39.75"" W x 15.875"" H x 17.375"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
155,IceAir,5RSAN09,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsan-dimensional-drawing.pdf,"39.75"" W x 15.875"" H x 17.375"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
156,IceAir,5RSAN13,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsan-dimensional-drawing.pdf,"39.75"" W x 15.875"" H x 17.375"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
157,IceAir,5RSAN15,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsan-dimensional-drawing.pdf,"39.75"" W x 15.875"" H x 17.375"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
158,IceAir,8RSAN09,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsan-dimensional-drawing.pdf,"39.75"" W x 15.875"" H x 17.375"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
159,IceAir,8RSAN13,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsan-dimensional-drawing.pdf,"39.75"" W x 15.875"" H x 17.375"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
160,IceAir,8RSAN15,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsan-dimensional-drawing.pdf,"39.75"" W x 15.875"" H x 17.375"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
161,IceAir,8RSAN17,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsan-dimensional-drawing.pdf,"39.75"" W x 15.875"" H x 17.375"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
162,IceAir,8RSAN18,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsan-dimensional-drawing.pdf,"39.75"" W x 15.875"" H x 17.375"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
163,IceAir,5RSEA09,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsea-dimensional-drawing.pdf,"43.5"" W x 14.875"" H x 18.5"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
164,IceAir,5RSEA13,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsea-dimensional-drawing.pdf,"43.5"" W x 14.875"" H x 18.5"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
165,IceAir,8RSEA09,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsea-dimensional-drawing.pdf,"43.5"" W x 14.875"" H x 18.5"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
166,IceAir,8RSEA13,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsea-dimensional-drawing.pdf,"43.5"" W x 14.875"" H x 18.5"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
167,IceAir,8RSEA18,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsea-dimensional-drawing.pdf,"43.5"" W x 14.875"" H x 18.5"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
168,IceAir,5RSMK09,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsmk-dimensional-drawing.pdf,"34.625"" W x 19.23"" H x 15.625"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
169,IceAir,5RSMK13,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsmk-dimensional-drawing.pdf,"34.625"" W x 19.23"" H x 15.625"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
170,IceAir,8RSMK09,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsmk-dimensional-drawing.pdf,"34.625"" W x 19.23"" H x 15.625"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
171,IceAir,8RSMK13,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsmk-dimensional-drawing.pdf,"34.625"" W x 19.23"" H x 15.625"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
172,IceAir,8RSMK16,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsmk-dimensional-drawing.pdf,"34.625"" W x 19.23"" H x 15.625"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
173,IceAir,8rsan09-e3,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsan-dimensional-drawing.pdf,"39.75"" W x 15.875"" H x 17.375"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
174,IceAir,5RSF09,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsf-dimensional-drawing.pdf,"26.375"" W x 15.813"" H x 20.75"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
175,IceAir,5RSF12,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsf-dimensional-drawing.pdf,"26.375"" W x 15.813"" H x 20.75"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
176,IceAir,5RSF13,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsf-dimensional-drawing.pdf,"26.375"" W x 15.813"" H x 20.75"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
177,IceAir,8RSF13,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsf-dimensional-drawing.pdf,"26.375"" W x 15.813"" H x 20.75"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
178,IceAir,8RSF16,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsf-dimensional-drawing.pdf,"26.375"" W x 15.813"" H x 20.75"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
179,IceAir,5RSK07,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsk-dimensional-drawing.pdf,"38"" W x 16.75"" H x 19.25"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
180,IceAir,5RSK09,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsk-dimensional-drawing.pdf,"38"" W x 16.75"" H x 19.25"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
181,IceAir,5RSK13,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsk-dimensional-drawing.pdf,"38"" W x 16.75"" H x 19.25"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
182,IceAir,5RSK13A,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsk-dimensional-drawing.pdf,"38"" W x 16.75"" H x 19.25"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
183,IceAir,8RSK09,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsk-dimensional-drawing.pdf,"38"" W x 16.75"" H x 19.25"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
184,IceAir,8RSK13,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsk-dimensional-drawing.pdf,"38"" W x 16.75"" H x 19.25"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
185,IceAir,8RSK16,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsk-dimensional-drawing.pdf,"38"" W x 16.75"" H x 19.25"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
186,IceAir,8RSK18,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsk-dimensional-drawing.pdf,"38"" W x 16.75"" H x 19.25"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
187,IceAir,5RSZ09,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsz-dimensional-drawing.pdf,"36"" W x 14.75"" H x 19"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
188,IceAir,5RSZ13,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsz-dimensional-drawing.pdf,"36"" W x 14.75"" H x 19"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
189,IceAir,5RSZ13A,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsz-dimensional-drawing.pdf,"36"" W x 14.75"" H x 19"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
190,IceAir,8RSZ13,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsz-dimensional-drawing.pdf,"36"" W x 14.75"" H x 19"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
191,IceAir,8RSZ13A,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsz-dimensional-drawing.pdf,"36"" W x 14.75"" H x 19"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
192,IceAir,8RSZ18,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rsz-dimensional-drawing.pdf,"36"" W x 14.75"" H x 19"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
193,IceAir,5RSCC09,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rscc-dimensional-drawing.pdf,"42"" W x 16.75"" H x 19.25"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
194,IceAir,5RSCC13,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rscc-dimensional-drawing.pdf,"42"" W x 16.75"" H x 19.25"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
195,IceAir,5RSCM13,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rscm-product-sheet.pdf,"32"" W x 18.25"" H x 16.75"" D (sleeve)",UNRESOLVED,no,RSCM: unresolved - dims NOT changed
196,IceAir,5RSET13,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rscc-product-sheet.pdf,"28"" W x 20"" H x depth TBD (sleeve)",UNRESOLVED - depth TBD,no,RSET: unresolved - dims NOT changed; EZ42-EZDR manual legacy-sleeve cross-ref table: ET 20 H x 28 W matches recorded W/H; depth still TBD
197,IceAir,5RSCM13-A,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rscm-product-sheet.pdf,"32"" W x 18.25"" H x 16.75"" D (sleeve)",UNRESOLVED,no,RSCM: unresolved - dims NOT changed
198,IceAir,8RSCC13,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rscc-dimensional-drawing.pdf,"42"" W x 16.75"" H x 19.25"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
199,IceAir,8RSCC13-A,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rscc-dimensional-drawing.pdf,"42"" W x 16.75"" H x 19.25"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
200,IceAir,8RSWL16,https://www.ice-air.com/product/rscc/,"56.5"" W x 13.25"" H x depth TBD (sleeve)",UNRESOLVED - depth TBD,no,RSWL: unresolved - dims NOT changed; EZ42-EZDR manual legacy-sleeve cross-ref table: RSWL 13 1/4 H x 56 1/2 W matches recorded W/H; depth still TBD
201,IceAir,8RSCC18,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rscc-dimensional-drawing.pdf,"42"" W x 16.75"" H x 19.25"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
202,IceAir,8RSCT18,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rscc-product-sheet.pdf,"40.75"" W x 15.75"" H x 18.688"" D (sleeve)",UNRESOLVED,no,RSCT: unresolved - dims NOT changed
203,IceAir,8RSCM18,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rscm-product-sheet.pdf,"32"" W x 18.25"" H x 16.75"" D (sleeve)",UNRESOLVED,no,RSCM: unresolved - dims NOT changed
204,IceAir,5RS1609,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rs16-dimensional-drawing.pdf,"34.5"" W x 14.25"" H x 18.5"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
205,IceAir,5RS1613,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rs16-dimensional-drawing.pdf,"34.5"" W x 14.25"" H x 18.5"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
206,IceAir,8RS1609,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rs16-dimensional-drawing.pdf,"34.5"" W x 14.25"" H x 18.5"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
207,IceAir,8RS1613,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rs16-dimensional-drawing.pdf,"34.5"" W x 14.25"" H x 18.5"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
208,IceAir,8RS1616,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rs16-dimensional-drawing.pdf,"34.5"" W x 14.25"" H x 18.5"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
209,IceAir,8RS1618-A-DUAL,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rs16-dimensional-drawing.pdf,"34.5"" W x 14.25"" H x 18.5"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
210,IceAir,8RS1618,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rs16-dimensional-drawing.pdf,"34.5"" W x 14.25"" H x 18.5"" D (unit)",VERIFIED,YES,dims VERIFIED from Ice Air dimensional drawing; URL repointed
211,IceAir,5CHPW09,https://www.ice-air.com/wp-content/uploads/ice-air-wshp-chpw-submittal.pdf,"46"" W x 25.25"" H x 11"" D",VERIFIED (sweep: all figures in cited doc),no,
212,IceAir,5CHPW13,https://www.ice-air.com/wp-content/uploads/ice-air-wshp-chpw-submittal.pdf,"46"" W x 25.25"" H x 11"" D",VERIFIED (sweep: all figures in cited doc),no,
213,IceAir,8CHPW09,https://www.ice-air.com/wp-content/uploads/ice-air-wshp-chpw-submittal.pdf,"46"" W x 25.25"" H x 11"" D",VERIFIED (sweep: all figures in cited doc),no,
214,IceAir,8HPW09,https://www.ice-air.com/wp-content/uploads/ice-air-wshp-chpw-submittal.pdf,"46"" W x 25.25"" H x 11"" D",VERIFIED (sweep: all figures in cited doc),no,
215,IceAir,8CHPW13,https://www.ice-air.com/wp-content/uploads/ice-air-wshp-chpw-submittal.pdf,"46"" W x 25.25"" H x 11"" D",VERIFIED (sweep: all figures in cited doc),no,
216,IceAir,8CHPW16,https://www.ice-air.com/wp-content/uploads/ice-air-wshp-chpw-submittal.pdf,"54"" W x 25.25"" H x 11"" D",VERIFIED (sweep: all figures in cited doc),no,
